Logische Periode ; Endzeitstempel ; Wert ; Status ; Tarif 
22.04.2017;04:30:00;912,5;W;T0 
22.04.2017;04:45:00;775;W;T0 
22.04.2017;05:00:00;905;W;T0 
22.04.2017;05:15:00;735;W;T0 
22.04.2017;05:30:00;587,5;W;T0 
22.04.2017;05:45:00;500;W;T0 
22.04.2017;06:00:00;355;W;T0 
22.04.2017;06:15:00;495;W;T0 
22.04.2017;06:30:00;997,5;W;T0 
22.04.2017;06:45:00;722,5;W;T0 
22.04.2017;07:00:00;477,5;W;T0 
22.04.2017;07:15:00;570;W;T0 
22.04.2017;07:30:00;627,5;W;T0 
22.04.2017;07:45:00;847,5;W;T0 
22.04.2017;08:00:00;585;W;T0 
22.04.2017;08:15:00;325;W;T0 
22.04.2017;08:30:00;107,5;W;T0 
22.04.2017;08:45:00;82,5;W;T0 
22.04.2017;09:00:00;107,5;W;T0 
22.04.2017;09:15:00;137,5;W;T0 
22.04.2017;09:30:00;167,5;W;T0 
22.04.2017;09:45:00;380;W;T0 
22.04.2017;10:00:00;280;W;T0 
22.04.2017;10:15:00;200;W;T0 
22.04.2017;10:30:00;127,5;W;T0 
22.04.2017;10:45:00;245;W;T0 
22.04.2017;11:00:00;285;W;T0 
22.04.2017;11:15:00;355;W;T0 
22.04.2017;11:30:00;492,5;W;T0 
22.04.2017;11:45:00;262,5;W;T0 
22.04.2017;12:00:00;307,5;W;T0 
22.04.2017;12:15:00;815;W;T0 
22.04.2017;12:30:00;747,5;W;T0 
22.04.2017;12:45:00;772,5;W;T0 
22.04.2017;13:00:00;515;W;T0 
22.04.2017;13:15:00;472,5;W;T0 
22.04.2017;13:30:00;467,5;W;T0 
22.04.2017;13:45:00;722,5;W;T0 
22.04.2017;14:00:00;740;W;T0 
22.04.2017;14:15:00;677,5;W;T0 
22.04.2017;14:30:00;497,5;W;T0 
22.04.2017;14:45:00;355;W;T0 
22.04.2017;15:00:00;730;W;T0 
22.04.2017;15:15:00;477,5;W;T0 
22.04.2017;15:30:00;565;W;T0 
22.04.2017;15:45:00;695;W;T0 
22.04.2017;16:00:00;477,5;W;T0 
22.04.2017;16:15:00;832,5;W;T0 
22.04.2017;16:30:00;785;W;T0 
22.04.2017;16:45:00;660;W;T0 
22.04.2017;17:00:00;542,5;W;T0 
22.04.2017;17:15:00;727,5;W;T0 
22.04.2017;17:30:00;542,5;W;T0 
22.04.2017;17:45:00;702,5;W;T0 
22.04.2017;18:00:00;735;W;T0 
22.04.2017;18:15:00;595;W;T0 
22.04.2017;18:30:00;655;W;T0 
22.04.2017;18:45:00;355;W;T0 
22.04.2017;19:00:00;282,5;W;T0 
22.04.2017;19:15:00;292,5;W;T0 
22.04.2017;19:30:00;380;W;T0 
22.04.2017;19:45:00;202,5;W;T0 
22.04.2017;20:00:00;215;W;T0 
22.04.2017;20:15:00;217,5;W;T0 
22.04.2017;20:30:00;270;W;T0 
22.04.2017;20:45:00;267,5;W;T0 
22.04.2017;21:00:00;242,5;W;T0 
22.04.2017;21:15:00;237,5;W;T0 
22.04.2017;21:30:00;320;W;T0 
22.04.2017;21:45:00;425;W;T0 
22.04.2017;22:00:00;212,5;W;T0 
22.04.2017;22:15:00;77,5;W;T0 
22.04.2017;22:30:00;65;W;T0 
22.04.2017;22:45:00;177,5;W;T0 
22.04.2017;23:00:00;767,5;W;T0 
22.04.2017;23:15:00;740;W;T0 
22.04.2017;23:30:00;445;W;T0 
22.04.2017;23:45:00;360;W;T0 
23.04.2017;00:00:00;500;W;T0 
23.04.2017;00:15:00;405;W;T0 
23.04.2017;00:30:00;587,5;W;T0 
23.04.2017;00:45:00;662,5;W;T0 
23.04.2017;01:00:00;612,5;W;T0 
23.04.2017;01:15:00;507,5;W;T0 
23.04.2017;01:30:00;555;W;T0 
23.04.2017;01:45:00;482,5;W;T0 
23.04.2017;02:00:00;477,5;W;T0 
23.04.2017;02:15:00;477,5;W;T0 
23.04.2017;02:30:00;657,5;W;T0 
23.04.2017;02:45:00;710;W;T0 
23.04.2017;03:00:00;492,5;W;T0 
23.04.2017;03:15:00;685;W;T0 
23.04.2017;03:30:00;897,5;W;T0 
23.04.2017;03:45:00;662,5;W;T0 
23.04.2017;04:00:00;870;W;T0 
23.04.2017;04:15:00;802,5;W;T0 
23.04.2017;04:30:00;760;W;T0 
23.04.2017;04:45:00;590;W;T0 
23.04.2017;05:00:00;582,5;W;T0 
23.04.2017;05:15:00;487,5;W;T0 
23.04.2017;05:30:00;465;W;T0 
23.04.2017;05:45:00;515;W;T0 
23.04.2017;06:00:00;620;W;T0 
23.04.2017;06:15:00;822,5;W;T0 
23.04.2017;06:30:00;790;W;T0 
23.04.2017;06:45:00;602,5;W;T0 
23.04.2017;07:00:00;705;W;T0 
23.04.2017;07:15:00;435;W;T0 
23.04.2017;07:30:00;597,5;W;T0 
23.04.2017;07:45:00;330;W;T0 
23.04.2017;08:00:00;227,5;W;T0 
23.04.2017;08:15:00;175;W;T0 
23.04.2017;08:30:00;210;W;T0 
23.04.2017;08:45:00;265;W;T0 
23.04.2017;09:00:00;427,5;W;T0 
23.04.2017;09:15:00;355;W;T0 
23.04.2017;09:30:00;290;W;T0 
23.04.2017;09:45:00;282,5;W;T0 
23.04.2017;10:00:00;387,5;W;T0 
23.04.2017;10:15:00;475;W;T0 
23.04.2017;10:30:00;470;W;T0 
23.04.2017;10:45:00;377,5;W;T0 
23.04.2017;11:00:00;457,5;W;T0 
23.04.2017;11:15:00;385;W;T0 
23.04.2017;11:30:00;427,5;W;T0 
23.04.2017;11:45:00;525;W;T0 
23.04.2017;12:00:00;727,5;W;T0 
23.04.2017;12:15:00;455;W;T0 
23.04.2017;12:30:00;640;W;T0 
23.04.2017;12:45:00;515;W;T0 
23.04.2017;13:00:00;612,5;W;T0 
23.04.2017;13:15:00;450;W;T0 
23.04.2017;13:30:00;307,5;W;T0 
23.04.2017;13:45:00;172,5;W;T0 
23.04.2017;14:00:00;202,5;W;T0 
23.04.2017;14:15:00;525;W;T0 
23.04.2017;14:30:00;0;W;T0 
23.04.2017;14:45:00;0;W;T0 
23.04.2017;15:00:00;152,5;W;T0 
23.04.2017;15:15:00;980;W;T0 
23.04.2017;15:30:00;982,5;W;T0 
23.04.2017;15:45:00;397,5;W;T0 
23.04.2017;16:00:00;275;W;T0 
23.04.2017;16:15:00;357,5;W;T0 
23.04.2017;16:30:00;455;W;T0 
23.04.2017;16:45:00;1.040,00;W;T0 
23.04.2017;17:00:00;1.005,00;W;T0 
23.04.2017;17:15:00;885;W;T0 
23.04.2017;17:30:00;670;W;T0 
23.04.2017;17:45:00;890;W;T0 
23.04.2017;18:00:00;650;W;T0 
23.04.2017;18:15:00;567,5;W;T0 
23.04.2017;18:30:00;510;W;T0 
23.04.2017;18:45:00;467,5;W;T0 
23.04.2017;19:00:00;757,5;W;T0 
23.04.2017;19:15:00;282,5;W;T0 
23.04.2017;19:30:00;385;W;T0 
23.04.2017;19:45:00;497,5;W;T0 
23.04.2017;20:00:00;385;W;T0 
23.04.2017;20:15:00;425;W;T0 
23.04.2017;20:30:00;387,5;W;T0 
23.04.2017;20:45:00;520;W;T0 
23.04.2017;21:00:00;657,5;W;T0 
23.04.2017;21:15:00;300;W;T0 
23.04.2017;21:30:00;295;W;T0 
23.04.2017;21:45:00;170;W;T0 
23.04.2017;22:00:00;220;W;T0 
23.04.2017;22:15:00;295;W;T0 
23.04.2017;22:30:00;175;W;T0 
23.04.2017;22:45:00;165;W;T0 
23.04.2017;23:00:00;155;W;T0 
23.04.2017;23:15:00;240;W;T0 
23.04.2017;23:30:00;302,5;W;T0 
23.04.2017;23:45:00;315;W;T0 
24.04.2017;00:00:00;227,5;W;T0 
24.04.2017;00:15:00;102,5;W;T0 
24.04.2017;00:30:00;187,5;W;T0 
24.04.2017;00:45:00;152,5;W;T0 
24.04.2017;01:00:00;130;W;T0 
24.04.2017;01:15:00;137,5;W;T0 
24.04.2017;01:30:00;165;W;T0 
24.04.2017;01:45:00;165;W;T0 
24.04.2017;02:00:00;140;W;T0 
24.04.2017;02:15:00;182,5;W;T0 
24.04.2017;02:30:00;175;W;T0 
24.04.2017;02:45:00;135;W;T0 
24.04.2017;03:00:00;97,5;W;T0 
24.04.2017;03:15:00;122,5;W;T0 
24.04.2017;03:30:00;87,5;W;T0 
24.04.2017;03:45:00;137,5;W;T0 
24.04.2017;04:00:00;92,5;W;T0 
24.04.2017;04:15:00;107,5;W;T0 
24.04.2017;04:30:00;125;W;T0 
24.04.2017;04:45:00;187,5;W;T0 
24.04.2017;05:00:00;150;W;T0 
24.04.2017;05:15:00;100;W;T0 
24.04.2017;05:30:00;92,5;W;T0 
24.04.2017;05:45:00;45;W;T0 
24.04.2017;06:00:00;35;W;T0 
24.04.2017;06:15:00;57,5;W;T0 
24.04.2017;06:30:00;105;W;T0 
24.04.2017;06:45:00;107,5;W;T0 
24.04.2017;07:00:00;117,5;W;T0 
24.04.2017;07:15:00;187,5;W;T0 
24.04.2017;07:30:00;200;W;T0 
24.04.2017;07:45:00;127,5;W;T0 
24.04.2017;08:00:00;17,5;W;T0 
24.04.2017;08:15:00;27,5;W;T0 
24.04.2017;08:30:00;27,5;W;T0 
24.04.2017;08:45:00;57,5;W;T0 
24.04.2017;09:00:00;57,5;W;T0 
24.04.2017;09:15:00;92,5;W;T0 
24.04.2017;09:30:00;127,5;W;T0 
24.04.2017;09:45:00;65;W;T0 
24.04.2017;10:00:00;100;W;T0 
24.04.2017;10:15:00;105;W;T0 
24.04.2017;10:30:00;92,5;W;T0 
24.04.2017;10:45:00;42,5;W;T0 
24.04.2017;11:00:00;15;W;T0 
24.04.2017;11:15:00;12,5;W;T0 
24.04.2017;11:30:00;0;W;T0 
24.04.2017;11:45:00;7,5;W;T0 
24.04.2017;12:00:00;2,5;W;T0 
24.04.2017;12:15:00;27,5;W;T0 
24.04.2017;12:30:00;52,5;W;T0 
24.04.2017;12:45:00;60;W;T0 
24.04.2017;13:00:00;55;W;T0 
24.04.2017;13:15:00;105;W;T0 
24.04.2017;13:30:00;100;W;T0 
24.04.2017;13:45:00;137,5;W;T0 
24.04.2017;14:00:00;152,5;W;T0 
24.04.2017;14:15:00;317,5;W;T0 
24.04.2017;14:30:00;500;W;T0 
24.04.2017;14:45:00;445;W;T0 
24.04.2017;15:00:00;595;W;T0 
24.04.2017;15:15:00;397,5;W;T0 
24.04.2017;15:30:00;332,5;W;T0 
24.04.2017;15:45:00;367,5;W;T0 
24.04.2017;16:00:00;535;W;T0 
24.04.2017;16:15:00;670;W;T0 
24.04.2017;16:30:00;472,5;W;T0 
24.04.2017;16:45:00;542,5;W;T0 
24.04.2017;17:00:00;622,5;W;T0 
24.04.2017;17:15:00;552,5;W;T0 
24.04.2017;17:30:00;457,5;W;T0 
24.04.2017;17:45:00;497,5;W;T0 
24.04.2017;18:00:00;430;W;T0 
24.04.2017;18:15:00;502,5;W;T0 
24.04.2017;18:30:00;317,5;W;T0 
24.04.2017;18:45:00;472,5;W;T0 
24.04.2017;19:00:00;377,5;W;T0 
24.04.2017;19:15:00;407,5;W;T0 
24.04.2017;19:30:00;240;W;T0 
24.04.2017;19:45:00;162,5;W;T0 
24.04.2017;20:00:00;200;W;T0 
24.04.2017;20:15:00;205;W;T0 
24.04.2017;20:30:00;240;W;T0 
24.04.2017;20:45:00;125;W;T0 
24.04.2017;21:00:00;85;W;T0 
24.04.2017;21:15:00;117,5;W;T0 
24.04.2017;21:30:00;120;W;T0 
24.04.2017;21:45:00;145;W;T0 
24.04.2017;22:00:00;170;W;T0 
24.04.2017;22:15:00;172,5;W;T0 
24.04.2017;22:30:00;170;W;T0 
24.04.2017;22:45:00;222,5;W;T0 
24.04.2017;23:00:00;262,5;W;T0 
24.04.2017;23:15:00;365;W;T0 
24.04.2017;23:30:00;415;W;T0 
24.04.2017;23:45:00;540;W;T0 
25.04.2017;00:00:00;522,5;W;T0 
25.04.2017;00:15:00;352,5;W;T0 
25.04.2017;00:30:00;345;W;T0 
25.04.2017;00:45:00;290;W;T0 
25.04.2017;01:00:00;287,5;W;T0 
25.04.2017;01:15:00;195;W;T0 
25.04.2017;01:30:00;145;W;T0 
25.04.2017;01:45:00;150;W;T0 
25.04.2017;02:00:00;115;W;T0 
25.04.2017;02:15:00;87,5;W;T0 
25.04.2017;02:30:00;142,5;W;T0 
25.04.2017;02:45:00;132,5;W;T0 
25.04.2017;03:00:00;162,5;W;T0 
25.04.2017;03:15:00;132,5;W;T0 
25.04.2017;03:30:00;150;W;T0 
25.04.2017;03:45:00;97,5;W;T0 
25.04.2017;04:00:00;197,5;W;T0 
25.04.2017;04:15:00;252,5;W;T0 
25.04.2017;04:30:00;145;W;T0 
25.04.2017;04:45:00;147,5;W;T0 
25.04.2017;05:00:00;202,5;W;T0 
25.04.2017;05:15:00;210;W;T0 
25.04.2017;05:30:00;200;W;T0 
25.04.2017;05:45:00;177,5;W;T0 
25.04.2017;06:00:00;187,5;W;T0 
25.04.2017;06:15:00;245;W;T0 
25.04.2017;06:30:00;347,5;W;T0 
25.04.2017;06:45:00;487,5;W;T0 
25.04.2017;07:00:00;452,5;W;T0 
25.04.2017;07:15:00;417,5;W;T0 
25.04.2017;07:30:00;415;W;T0 
25.04.2017;07:45:00;317,5;W;T0 
25.04.2017;08:00:00;300;W;T0 
25.04.2017;08:15:00;480;W;T0 
25.04.2017;08:30:00;385;W;T0 
25.04.2017;08:45:00;147,5;W;T0 
25.04.2017;09:00:00;155;W;T0 
25.04.2017;09:15:00;170;W;T0 
25.04.2017;09:30:00;220;W;T0 
25.04.2017;09:45:00;170;W;T0 
25.04.2017;10:00:00;132,5;W;T0 
25.04.2017;10:15:00;105;W;T0 
25.04.2017;10:30:00;72,5;W;T0 
25.04.2017;10:45:00;32,5;W;T0 
25.04.2017;11:00:00;25;W;T0 
25.04.2017;11:15:00;62,5;W;T0 
25.04.2017;11:30:00;65;W;T0 
25.04.2017;11:45:00;162,5;W;T0 
25.04.2017;12:00:00;182,5;W;T0 
25.04.2017;12:15:00;117,5;W;T0 
25.04.2017;12:30:00;135;W;T0 
25.04.2017;12:45:00;157,5;W;T0 
25.04.2017;13:00:00;162,5;W;T0 
25.04.2017;13:15:00;182,5;W;T0 
25.04.2017;13:30:00;177,5;W;T0 
25.04.2017;13:45:00;107,5;W;T0 
25.04.2017;14:00:00;127,5;W;T0 
25.04.2017;14:15:00;182,5;W;T0 
25.04.2017;14:30:00;132,5;W;T0 
25.04.2017;14:45:00;185;W;T0 
25.04.2017;15:00:00;207,5;W;T0 
25.04.2017;15:15:00;230;W;T0 
25.04.2017;15:30:00;292,5;W;T0 
25.04.2017;15:45:00;345;W;T0 
25.04.2017;16:00:00;315;W;T0 
25.04.2017;16:15:00;317,5;W;T0 
25.04.2017;16:30:00;277,5;W;T0 
25.04.2017;16:45:00;180;W;T0 
25.04.2017;17:00:00;50;W;T0 
25.04.2017;17:15:00;10;W;T0 
25.04.2017;17:30:00;2,5;W;T0 
25.04.2017;17:45:00;5;W;T0 
25.04.2017;18:00:00;22,5;W;T0 
25.04.2017;18:15:00;100;W;T0 
25.04.2017;18:30:00;7,5;W;T0 
25.04.2017;18:45:00;52,5;W;T0 
25.04.2017;19:00:00;75;W;T0 
25.04.2017;19:15:00;0;W;T0 
25.04.2017;19:30:00;10;W;T0 
25.04.2017;19:45:00;0;W;T0 
25.04.2017;20:00:00;0;W;T0 
25.04.2017;20:15:00;0;W;T0 
25.04.2017;20:30:00;0;W;T0 
25.04.2017;20:45:00;0;W;T0 
25.04.2017;21:00:00;67,5;W;T0 
25.04.2017;21:15:00;37,5;W;T0 
25.04.2017;21:30:00;10;W;T0 
25.04.2017;21:45:00;5;W;T0 
25.04.2017;22:00:00;17,5;W;T0 
25.04.2017;22:15:00;2,5;W;T0 
25.04.2017;22:30:00;0;W;T0 
25.04.2017;22:45:00;0;W;T0 
25.04.2017;23:00:00;0;W;T0 
25.04.2017;23:15:00;0;W;T0 
25.04.2017;23:30:00;0;W;T0 
25.04.2017;23:45:00;0;W;T0 
26.04.2017;00:00:00;0;W;T0 
26.04.2017;00:15:00;0;W;T0 
26.04.2017;00:30:00;2,5;W;T0 
26.04.2017;00:45:00;17,5;W;T0 
26.04.2017;01:00:00;82,5;W;T0 
26.04.2017;01:15:00;45;W;T0 
26.04.2017;01:30:00;17,5;W;T0 
26.04.2017;01:45:00;12,5;W;T0 
26.04.2017;02:00:00;0;W;T0 
26.04.2017;02:15:00;0;W;T0 
26.04.2017;02:30:00;0;W;T0 
26.04.2017;02:45:00;0;W;T0 
26.04.2017;03:00:00;0;W;T0 
26.04.2017;03:15:00;0;W;T0 
26.04.2017;03:30:00;0;W;T0 
26.04.2017;03:45:00;0;W;T0 
26.04.2017;04:00:00;7,5;W;T0 
26.04.2017;04:15:00;22,5;W;T0 
26.04.2017;04:30:00;40;W;T0 
26.04.2017;04:45:00;5;W;T0 
26.04.2017;05:00:00;0;W;T0 
26.04.2017;05:15:00;0;W;T0 
26.04.2017;05:30:00;0;W;T0 
26.04.2017;05:45:00;0;W;T0 
26.04.2017;06:00:00;0;W;T0 
26.04.2017;06:15:00;0;W;T0 
26.04.2017;06:30:00;0;W;T0 
26.04.2017;06:45:00;0;W;T0 
26.04.2017;07:00:00;0;W;T0 
26.04.2017;07:15:00;0;W;T0 
26.04.2017;07:30:00;0;W;T0 
26.04.2017;07:45:00;0;W;T0 
26.04.2017;08:00:00;0;W;T0 
26.04.2017;08:15:00;0;W;T0 
26.04.2017;08:30:00;0;W;T0 
26.04.2017;08:45:00;0;W;T0 
26.04.2017;09:00:00;0;W;T0 
26.04.2017;09:15:00;0;W;T0 
26.04.2017;09:30:00;0;W;T0 
26.04.2017;09:45:00;0;W;T0 
26.04.2017;10:00:00;0;W;T0 
26.04.2017;10:15:00;0;W;T0 
26.04.2017;10:30:00;0;W;T0 
26.04.2017;10:45:00;0;W;T0 
26.04.2017;11:00:00;0;W;T0 
26.04.2017;11:15:00;10;W;T0 
26.04.2017;11:30:00;5;W;T0 
26.04.2017;11:45:00;0;W;T0 
26.04.2017;12:00:00;7,5;W;T0 
26.04.2017;12:15:00;2,5;W;T0 
26.04.2017;12:30:00;2,5;W;T0 
26.04.2017;12:45:00;0;W;T0 
26.04.2017;13:00:00;17,5;W;T0 
26.04.2017;13:15:00;17,5;W;T0 
26.04.2017;13:30:00;0;W;T0 
26.04.2017;13:45:00;20;W;T0 
26.04.2017;14:00:00;5;W;T0 
26.04.2017;14:15:00;20;W;T0 
26.04.2017;14:30:00;27,5;W;T0 
26.04.2017;14:45:00;17,5;W;T0 
26.04.2017;15:00:00;22,5;W;T0 
26.04.2017;15:15:00;52,5;W;T0 
26.04.2017;15:30:00;42,5;W;T0 
26.04.2017;15:45:00;15;W;T0 
26.04.2017;16:00:00;60;W;T0 
26.04.2017;16:15:00;47,5;W;T0 
26.04.2017;16:30:00;37,5;W;T0 
26.04.2017;16:45:00;37,5;W;T0 
26.04.2017;17:00:00;30;W;T0 
26.04.2017;17:15:00;25;W;T0 
26.04.2017;17:30:00;27,5;W;T0 
26.04.2017;17:45:00;20;W;T0 
26.04.2017;18:00:00;2,5;W;T0 
26.04.2017;18:15:00;25;W;T0 
26.04.2017;18:30:00;12,5;W;T0 
26.04.2017;18:45:00;17,5;W;T0 
26.04.2017;19:00:00;12,5;W;T0 
26.04.2017;19:15:00;7,5;W;T0 
26.04.2017;19:30:00;2,5;W;T0 
26.04.2017;19:45:00;17,5;W;T0 
26.04.2017;20:00:00;12,5;W;T0 
26.04.2017;20:15:00;0;W;T0 
26.04.2017;20:30:00;0;W;T0 
26.04.2017;20:45:00;0;W;T0 
26.04.2017;21:00:00;0;W;T0 
26.04.2017;21:15:00;0;W;T0 
26.04.2017;21:30:00;0;W;T0 
26.04.2017;21:45:00;0;W;T0 
26.04.2017;22:00:00;0;W;T0 
26.04.2017;22:15:00;0;W;T0 
26.04.2017;22:30:00;0;W;T0 
26.04.2017;22:45:00;0;W;T0 
26.04.2017;23:00:00;0;W;T0 
26.04.2017;23:15:00;0;W;T0 
26.04.2017;23:30:00;0;W;T0 
26.04.2017;23:45:00;0;W;T0 
27.04.2017;00:00:00;0;W;T0 
27.04.2017;00:15:00;0;W;T0 
27.04.2017;00:30:00;0;W;T0 
27.04.2017;00:45:00;0;W;T0 
27.04.2017;01:00:00;0;W;T0 
27.04.2017;01:15:00;0;W;T0 
27.04.2017;01:30:00;0;W;T0 
27.04.2017;01:45:00;0;W;T0 
27.04.2017;02:00:00;0;W;T0 
27.04.2017;02:15:00;0;W;T0 
27.04.2017;02:30:00;0;W;T0 
27.04.2017;02:45:00;0;W;T0 
27.04.2017;03:00:00;0;W;T0 
27.04.2017;03:15:00;0;W;T0 
27.04.2017;03:30:00;0;W;T0 
27.04.2017;03:45:00;0;W;T0 
27.04.2017;04:00:00;0;W;T0 
27.04.2017;04:15:00;0;W;T0 
27.04.2017;04:30:00;0;W;T0 
27.04.2017;04:45:00;0;W;T0 
27.04.2017;05:00:00;0;W;T0 
27.04.2017;05:15:00;0;W;T0 
27.04.2017;05:30:00;0;W;T0 
27.04.2017;05:45:00;0;W;T0 
27.04.2017;06:00:00;0;W;T0 
27.04.2017;06:15:00;0;W;T0 
27.04.2017;06:30:00;0;W;T0 
27.04.2017;06:45:00;0;W;T0 
27.04.2017;07:00:00;0;W;T0 
27.04.2017;07:15:00;0;W;T0 
27.04.2017;07:30:00;0;W;T0 
27.04.2017;07:45:00;0;W;T0 
27.04.2017;08:00:00;0;W;T0 
27.04.2017;08:15:00;0;W;T0 
27.04.2017;08:30:00;0;W;T0 
27.04.2017;08:45:00;0;W;T0 
27.04.2017;09:00:00;0;W;T0 
27.04.2017;09:15:00;0;W;T0 
27.04.2017;09:30:00;0;W;T0 
27.04.2017;09:45:00;0;W;T0 
27.04.2017;10:00:00;0;W;T0 
27.04.2017;10:15:00;0;W;T0 
27.04.2017;10:30:00;0;W;T0 
27.04.2017;10:45:00;0;W;T0 
27.04.2017;11:00:00;0;W;T0 
27.04.2017;11:15:00;0;W;T0 
27.04.2017;11:30:00;2,5;W;T0 
27.04.2017;11:45:00;5;W;T0 
27.04.2017;12:00:00;0;W;T0 
27.04.2017;12:15:00;0;W;T0 
27.04.2017;12:30:00;0;W;T0 
27.04.2017;12:45:00;2,5;W;T0 
27.04.2017;13:00:00;5;W;T0 
27.04.2017;13:15:00;2,5;W;T0 
27.04.2017;13:30:00;0;W;T0 
27.04.2017;13:45:00;0;W;T0 
27.04.2017;14:00:00;0;W;T0 
27.04.2017;14:15:00;0;W;T0 
27.04.2017;14:30:00;0;W;T0 
27.04.2017;14:45:00;0;W;T0 
27.04.2017;15:00:00;0;W;T0 
27.04.2017;15:15:00;0;W;T0 
27.04.2017;15:30:00;2,5;W;T0 
27.04.2017;15:45:00;0;W;T0 
27.04.2017;16:00:00;0;W;T0 
27.04.2017;16:15:00;0;W;T0 
27.04.2017;16:30:00;5;W;T0 
27.04.2017;16:45:00;0;W;T0 
27.04.2017;17:00:00;0;W;T0 
27.04.2017;17:15:00;0;W;T0 
27.04.2017;17:30:00;0;W;T0 
27.04.2017;17:45:00;0;W;T0 
27.04.2017;18:00:00;0;W;T0 
27.04.2017;18:15:00;0;W;T0 
27.04.2017;18:30:00;0;W;T0 
27.04.2017;18:45:00;2,5;W;T0 
27.04.2017;19:00:00;0;W;T0 
27.04.2017;19:15:00;0;W;T0 
27.04.2017;19:30:00;0;W;T0 
27.04.2017;19:45:00;0;W;T0 
27.04.2017;20:00:00;0;W;T0 
27.04.2017;20:15:00;0;W;T0 
27.04.2017;20:30:00;0;W;T0 
27.04.2017;20:45:00;0;W;T0 
27.04.2017;21:00:00;2,5;W;T0 
27.04.2017;21:15:00;5;W;T0 
27.04.2017;21:30:00;7,5;W;T0 
27.04.2017;21:45:00;40;W;T0 
27.04.2017;22:00:00;72,5;W;T0 
27.04.2017;22:15:00;90;W;T0 
27.04.2017;22:30:00;90;W;T0 
27.04.2017;22:45:00;82,5;W;T0 
27.04.2017;23:00:00;67,5;W;T0 
27.04.2017;23:15:00;55;W;T0 
27.04.2017;23:30:00;67,5;W;T0 
27.04.2017;23:45:00;42,5;W;T0 
28.04.2017;00:00:00;17,5;W;T0 
28.04.2017;00:15:00;10;W;T0 
28.04.2017;00:30:00;32,5;W;T0 
28.04.2017;00:45:00;107,5;W;T0 
28.04.2017;01:00:00;132,5;W;T0 
28.04.2017;01:15:00;157,5;W;T0 
28.04.2017;01:30:00;162,5;W;T0 
28.04.2017;01:45:00;162,5;W;T0 
28.04.2017;02:00:00;140;W;T0 
28.04.2017;02:15:00;132,5;W;T0 
28.04.2017;02:30:00;147,5;W;T0 
28.04.2017;02:45:00;190;W;T0 
28.04.2017;03:00:00;175;W;T0 
28.04.2017;03:15:00;140;W;T0 
28.04.2017;03:30:00;150;W;T0 
28.04.2017;03:45:00;162,5;W;T0 
28.04.2017;04:00:00;177,5;W;T0 
28.04.2017;04:15:00;180;W;T0 
28.04.2017;04:30:00;190;W;T0 
28.04.2017;04:45:00;212,5;W;T0 
28.04.2017;05:00:00;185;W;T0 
28.04.2017;05:15:00;187,5;W;T0 
28.04.2017;05:30:00;167,5;W;T0 
28.04.2017;05:45:00;237,5;W;T0 
28.04.2017;06:00:00;155;W;T0 
28.04.2017;06:15:00;125;W;T0 
28.04.2017;06:30:00;105;W;T0 
28.04.2017;06:45:00;200;W;T0 
28.04.2017;07:00:00;322,5;W;T0 
28.04.2017;07:15:00;347,5;W;T0 
28.04.2017;07:30:00;245;W;T0 
28.04.2017;07:45:00;202,5;W;T0 
28.04.2017;08:00:00;185;W;T0 
28.04.2017;08:15:00;295;W;T0 
28.04.2017;08:30:00;420;W;T0 
28.04.2017;08:45:00;487,5;W;T0 
28.04.2017;09:00:00;297,5;W;T0 
28.04.2017;09:15:00;277,5;W;T0 
28.04.2017;09:30:00;215;W;T0 
28.04.2017;09:45:00;325;W;T0 
28.04.2017;10:00:00;205;W;T0 
28.04.2017;10:15:00;225;W;T0 
28.04.2017;10:30:00;192,5;W;T0 
28.04.2017;10:45:00;285;W;T0 
28.04.2017;11:00:00;312,5;W;T0 
28.04.2017;11:15:00;205;W;T0 
28.04.2017;11:30:00;382,5;W;T0 
28.04.2017;11:45:00;460;W;T0 
28.04.2017;12:00:00;452,5;W;T0 
28.04.2017;12:15:00;475;W;T0 
28.04.2017;12:30:00;515;W;T0 
28.04.2017;12:45:00;350;W;T0 
28.04.2017;13:00:00;170;W;T0 
28.04.2017;13:15:00;167,5;W;T0 
28.04.2017;13:30:00;105;W;T0 
28.04.2017;13:45:00;92,5;W;T0 
28.04.2017;14:00:00;102,5;W;T0 
28.04.2017;14:15:00;150;W;T0 
28.04.2017;14:30:00;115;W;T0 
28.04.2017;14:45:00;107,5;W;T0 
28.04.2017;15:00:00;52,5;W;T0 
28.04.2017;15:15:00;97,5;W;T0 
28.04.2017;15:30:00;107,5;W;T0 
28.04.2017;15:45:00;87,5;W;T0 
28.04.2017;16:00:00;17,5;W;T0 
28.04.2017;16:15:00;70;W;T0 
28.04.2017;16:30:00;155;W;T0 
28.04.2017;16:45:00;187,5;W;T0 
28.04.2017;17:00:00;167,5;W;T0 
28.04.2017;17:15:00;137,5;W;T0 
28.04.2017;17:30:00;82,5;W;T0 
28.04.2017;17:45:00;60;W;T0 
28.04.2017;18:00:00;7,5;W;T0 
28.04.2017;18:15:00;15;W;T0 
28.04.2017;18:30:00;20;W;T0 
28.04.2017;18:45:00;12,5;W;T0 
28.04.2017;19:00:00;50;W;T0 
28.04.2017;19:15:00;67,5;W;T0 
28.04.2017;19:30:00;55;W;T0 
28.04.2017;19:45:00;70;W;T0 
28.04.2017;20:00:00;62,5;W;T0 
