Logische Periode ; Endzeitstempel ; Wert ; Status ; Tarif 
13.12.2017;09:15:00;345;W;T0 
13.12.2017;09:30:00;320;W;T0 
13.12.2017;09:45:00;457,5;W;T0 
13.12.2017;10:00:00;447,5;W;T0 
13.12.2017;10:15:00;377,5;W;T0 
13.12.2017;10:30:00;232,5;W;T0 
13.12.2017;10:45:00;292,5;W;T0 
13.12.2017;11:00:00;245;W;T0 
13.12.2017;11:15:00;157,5;W;T0 
13.12.2017;11:30:00;160;W;T0 
13.12.2017;11:45:00;217,5;W;T0 
13.12.2017;12:00:00;242,5;W;T0 
13.12.2017;12:15:00;202,5;W;T0 
13.12.2017;12:30:00;197,5;W;T0 
13.12.2017;12:45:00;335;W;T0 
13.12.2017;13:00:00;347,5;W;T0 
13.12.2017;13:15:00;327,5;W;T0 
13.12.2017;13:30:00;375;W;T0 
13.12.2017;13:45:00;405;W;T0 
13.12.2017;14:00:00;382,5;W;T0 
13.12.2017;14:15:00;462,5;W;T0 
13.12.2017;14:30:00;340;W;T0 
13.12.2017;14:45:00;542,5;W;T0 
13.12.2017;15:00:00;762,5;W;T0 
13.12.2017;15:15:00;892,5;W;T0 
13.12.2017;15:30:00;915;W;T0 
13.12.2017;15:45:00;952,5;W;T0 
13.12.2017;16:00:00;915;W;T0 
13.12.2017;16:15:00;1.027,50;W;T0 
13.12.2017;16:30:00;937,5;W;T0 
13.12.2017;16:45:00;1.155,00;W;T0 
13.12.2017;17:00:00;1.060,00;W;T0 
13.12.2017;17:15:00;975;W;T0 
13.12.2017;17:30:00;1.152,50;W;T0 
13.12.2017;17:45:00;995;W;T0 
13.12.2017;18:00:00;1.205,00;W;T0 
13.12.2017;18:15:00;1.127,50;W;T0 
13.12.2017;18:30:00;1.217,50;W;T0 
13.12.2017;18:45:00;1.145,00;W;T0 
13.12.2017;19:00:00;1.332,50;W;T0 
13.12.2017;19:15:00;1.455,00;W;T0 
13.12.2017;19:30:00;1.230,00;W;T0 
13.12.2017;19:45:00;1.405,00;W;T0 
13.12.2017;20:00:00;1.465,00;W;T0 
13.12.2017;20:15:00;1.462,50;W;T0 
13.12.2017;20:30:00;1.475,00;W;T0 
13.12.2017;20:45:00;1.385,00;W;T0 
13.12.2017;21:00:00;732,5;W;T0 
13.12.2017;21:15:00;1.147,50;W;T0 
13.12.2017;21:30:00;1.465,00;W;T0 
13.12.2017;21:45:00;1.407,50;W;T0 
13.12.2017;22:00:00;1.337,50;W;T0 
13.12.2017;22:15:00;1.355,00;W;T0 
13.12.2017;22:30:00;1.410,00;W;T0 
13.12.2017;22:45:00;1.227,50;W;T0 
13.12.2017;23:00:00;475;W;T0 
13.12.2017;23:15:00;1.295,00;W;T0 
13.12.2017;23:30:00;1.350,00;W;T0 
13.12.2017;23:45:00;1.190,00;W;T0 
14.12.2017;00:00:00;870;W;T0 
14.12.2017;00:15:00;1.022,50;W;T0 
14.12.2017;00:30:00;877,5;W;T0 
14.12.2017;00:45:00;1.210,00;W;T0 
14.12.2017;01:00:00;1.225,00;W;T0 
14.12.2017;01:15:00;1.392,50;W;T0 
14.12.2017;01:30:00;937,5;W;T0 
14.12.2017;01:45:00;1.207,50;W;T0 
14.12.2017;02:00:00;1.322,50;W;T0 
14.12.2017;02:15:00;1.437,50;W;T0 
14.12.2017;02:30:00;1.442,50;W;T0 
14.12.2017;02:45:00;1.357,50;W;T0 
14.12.2017;03:00:00;1.302,50;W;T0 
14.12.2017;03:15:00;1.422,50;W;T0 
14.12.2017;03:30:00;560;W;T0 
14.12.2017;03:45:00;260;W;T0 
14.12.2017;04:00:00;745;W;T0 
14.12.2017;04:15:00;822,5;W;T0 
14.12.2017;04:30:00;610;W;T0 
14.12.2017;04:45:00;595;W;T0 
14.12.2017;05:00:00;745;W;T0 
14.12.2017;05:15:00;557,5;W;T0 
14.12.2017;05:30:00;712,5;W;T0 
14.12.2017;05:45:00;500;W;T0 
14.12.2017;06:00:00;420;W;T0 
14.12.2017;06:15:00;407,5;W;T0 
14.12.2017;06:30:00;327,5;W;T0 
14.12.2017;06:45:00;380;W;T0 
14.12.2017;07:00:00;270;W;T0 
14.12.2017;07:15:00;412,5;W;T0 
14.12.2017;07:30:00;257,5;W;T0 
14.12.2017;07:45:00;212,5;W;T0 
14.12.2017;08:00:00;167,5;W;T0 
14.12.2017;08:15:00;387,5;W;T0 
14.12.2017;08:30:00;650;W;T0 
14.12.2017;08:45:00;545;W;T0 
14.12.2017;09:00:00;237,5;W;T0 
14.12.2017;09:15:00;312,5;W;T0 
14.12.2017;09:30:00;480;W;T0 
14.12.2017;09:45:00;912,5;W;T0 
14.12.2017;10:00:00;955;W;T0 
14.12.2017;10:15:00;1.015,00;W;T0 
14.12.2017;10:30:00;1.312,50;W;T0 
14.12.2017;10:45:00;1.332,50;W;T0 
14.12.2017;11:00:00;1.452,50;W;T0 
14.12.2017;11:15:00;1.280,00;W;T0 
14.12.2017;11:30:00;1.372,50;W;T0 
14.12.2017;11:45:00;1.400,00;W;T0 
14.12.2017;12:00:00;1.387,50;W;T0 
14.12.2017;12:15:00;1.455,00;W;T0 
14.12.2017;12:30:00;1.405,00;W;T0 
14.12.2017;12:45:00;1.447,50;W;T0 
14.12.2017;13:00:00;867,5;W;T0 
14.12.2017;13:15:00;940;W;T0 
14.12.2017;13:30:00;1.470,00;W;T0 
14.12.2017;13:45:00;1.465,00;W;T0 
14.12.2017;14:00:00;1.092,50;W;T0 
14.12.2017;14:15:00;872,5;W;T0 
14.12.2017;14:30:00;1.317,50;W;T0 
14.12.2017;14:45:00;1.457,50;W;T0 
14.12.2017;15:00:00;1.280,00;W;T0 
14.12.2017;15:15:00;962,5;W;T0 
14.12.2017;15:30:00;925;W;T0 
14.12.2017;15:45:00;642,5;W;T0 
14.12.2017;16:00:00;292,5;W;T0 
14.12.2017;16:15:00;250;W;T0 
14.12.2017;16:30:00;322,5;W;T0 
14.12.2017;16:45:00;460;W;T0 
14.12.2017;17:00:00;260;W;T0 
14.12.2017;17:15:00;410;W;T0 
14.12.2017;17:30:00;610;W;T0 
14.12.2017;17:45:00;645;W;T0 
14.12.2017;18:00:00;685;W;T0 
14.12.2017;18:15:00;542,5;W;T0 
14.12.2017;18:30:00;880;W;T0 
14.12.2017;18:45:00;780;W;T0 
14.12.2017;19:00:00;1.030,00;W;T0 
14.12.2017;19:15:00;1.167,50;W;T0 
14.12.2017;19:30:00;1.210,00;W;T0 
14.12.2017;19:45:00;1.020,00;W;T0 
14.12.2017;20:00:00;927,5;W;T0 
14.12.2017;20:15:00;1.015,00;W;T0 
14.12.2017;20:30:00;930;W;T0 
14.12.2017;20:45:00;900;W;T0 
14.12.2017;21:00:00;687,5;W;T0 
14.12.2017;21:15:00;1.060,00;W;T0 
14.12.2017;21:30:00;772,5;W;T0 
14.12.2017;21:45:00;630;W;T0 
14.12.2017;22:00:00;1.032,50;W;T0 
14.12.2017;22:15:00;202,5;W;T0 
14.12.2017;22:30:00;35;W;T0 
14.12.2017;22:45:00;22,5;W;T0 
14.12.2017;23:00:00;15;W;T0 
14.12.2017;23:15:00;70;W;T0 
14.12.2017;23:30:00;105;W;T0 
14.12.2017;23:45:00;152,5;W;T0 
15.12.2017;00:00:00;397,5;W;T0 
15.12.2017;00:15:00;412,5;W;T0 
15.12.2017;00:30:00;247,5;W;T0 
15.12.2017;00:45:00;140;W;T0 
15.12.2017;01:00:00;280;W;T0 
15.12.2017;01:15:00;180;W;T0 
15.12.2017;01:30:00;60;W;T0 
15.12.2017;01:45:00;187,5;W;T0 
15.12.2017;02:00:00;120;W;T0 
15.12.2017;02:15:00;187,5;W;T0 
15.12.2017;02:30:00;147,5;W;T0 
15.12.2017;02:45:00;147,5;W;T0 
15.12.2017;03:00:00;177,5;W;T0 
15.12.2017;03:15:00;460;W;T0 
15.12.2017;03:30:00;690;W;T0 
15.12.2017;03:45:00;620;W;T0 
15.12.2017;04:00:00;360;W;T0 
15.12.2017;04:15:00;390;W;T0 
15.12.2017;04:30:00;322,5;W;T0 
15.12.2017;04:45:00;440;W;T0 
15.12.2017;05:00:00;640;W;T0 
15.12.2017;05:15:00;540;W;T0 
15.12.2017;05:30:00;357,5;W;T0 
15.12.2017;05:45:00;107,5;W;T0 
15.12.2017;06:00:00;147,5;W;T0 
15.12.2017;06:15:00;10;W;T0 
15.12.2017;06:30:00;5;W;T0 
15.12.2017;06:45:00;22,5;W;T0 
15.12.2017;07:00:00;30;W;T0 
15.12.2017;07:15:00;25;W;T0 
15.12.2017;07:30:00;57,5;W;T0 
15.12.2017;07:45:00;155;W;T0 
15.12.2017;08:00:00;95;W;T0 
15.12.2017;08:15:00;90;W;T0 
15.12.2017;08:30:00;185;W;T0 
15.12.2017;08:45:00;10;W;T0 
15.12.2017;09:00:00;0;W;T0 
15.12.2017;09:15:00;85;W;T0 
15.12.2017;09:30:00;110;W;T0 
15.12.2017;09:45:00;147,5;W;T0 
15.12.2017;10:00:00;142,5;W;T0 
15.12.2017;10:15:00;22,5;W;T0 
15.12.2017;10:30:00;97,5;W;T0 
15.12.2017;10:45:00;117,5;W;T0 
15.12.2017;11:00:00;87,5;W;T0 
15.12.2017;11:15:00;200;W;T0 
15.12.2017;11:30:00;517,5;W;T0 
15.12.2017;11:45:00;712,5;W;T0 
15.12.2017;12:00:00;690;W;T0 
15.12.2017;12:15:00;497,5;W;T0 
15.12.2017;12:30:00;417,5;W;T0 
15.12.2017;12:45:00;597,5;W;T0 
15.12.2017;13:00:00;812,5;W;T0 
15.12.2017;13:15:00;810;W;T0 
15.12.2017;13:30:00;855;W;T0 
15.12.2017;13:45:00;490;W;T0 
15.12.2017;14:00:00;167,5;W;T0 
15.12.2017;14:15:00;60;W;T0 
15.12.2017;14:30:00;105;W;T0 
15.12.2017;14:45:00;112,5;W;T0 
15.12.2017;15:00:00;35;W;T0 
15.12.2017;15:15:00;60;W;T0 
15.12.2017;15:30:00;57,5;W;T0 
15.12.2017;15:45:00;40;W;T0 
15.12.2017;16:00:00;37,5;W;T0 
15.12.2017;16:15:00;70;W;T0 
15.12.2017;16:30:00;12,5;W;T0 
15.12.2017;16:45:00;5;W;T0 
15.12.2017;17:00:00;22,5;W;T0 
15.12.2017;17:15:00;42,5;W;T0 
15.12.2017;17:30:00;50;W;T0 
15.12.2017;17:45:00;90;W;T0 
15.12.2017;18:00:00;102,5;W;T0 
15.12.2017;18:15:00;102,5;W;T0 
15.12.2017;18:30:00;192,5;W;T0 
15.12.2017;18:45:00;60;W;T0 
15.12.2017;19:00:00;5;W;T0 
15.12.2017;19:15:00;17,5;W;T0 
15.12.2017;19:30:00;17,5;W;T0 
15.12.2017;19:45:00;25;W;T0 
15.12.2017;20:00:00;2,5;W;T0 
15.12.2017;20:15:00;52,5;W;T0 
15.12.2017;20:30:00;95;W;T0 
15.12.2017;20:45:00;35;W;T0 
15.12.2017;21:00:00;30;W;T0 
15.12.2017;21:15:00;12,5;W;T0 
15.12.2017;21:30:00;45;W;T0 
15.12.2017;21:45:00;0;W;T0 
15.12.2017;22:00:00;0;W;T0 
15.12.2017;22:15:00;0;W;T0 
15.12.2017;22:30:00;15;W;T0 
15.12.2017;22:45:00;12,5;W;T0 
15.12.2017;23:00:00;30;W;T0 
15.12.2017;23:15:00;0;W;T0 
15.12.2017;23:30:00;0;W;T0 
15.12.2017;23:45:00;0;W;T0 
16.12.2017;00:00:00;0;W;T0 
16.12.2017;00:15:00;47,5;W;T0 
16.12.2017;00:30:00;50;W;T0 
16.12.2017;00:45:00;35;W;T0 
16.12.2017;01:00:00;0;W;T0 
16.12.2017;01:15:00;2,5;W;T0 
16.12.2017;01:30:00;0;W;T0 
16.12.2017;01:45:00;0;W;T0 
16.12.2017;02:00:00;0;W;T0 
16.12.2017;02:15:00;0;W;T0 
16.12.2017;02:30:00;0;W;T0 
16.12.2017;02:45:00;0;W;T0 
16.12.2017;03:00:00;0;W;T0 
16.12.2017;03:15:00;0;W;T0 
16.12.2017;03:30:00;0;W;T0 
16.12.2017;03:45:00;0;W;T0 
16.12.2017;04:00:00;0;W;T0 
16.12.2017;04:15:00;0;W;T0 
16.12.2017;04:30:00;0;W;T0 
16.12.2017;04:45:00;0;W;T0 
16.12.2017;05:00:00;2,5;W;T0 
16.12.2017;05:15:00;2,5;W;T0 
16.12.2017;05:30:00;0;W;T0 
16.12.2017;05:45:00;0;W;T0 
16.12.2017;06:00:00;0;W;T0 
16.12.2017;06:15:00;0;W;T0 
16.12.2017;06:30:00;0;W;T0 
16.12.2017;06:45:00;0;W;T0 
16.12.2017;07:00:00;0;W;T0 
16.12.2017;07:15:00;2,5;W;T0 
16.12.2017;07:30:00;10;W;T0 
16.12.2017;07:45:00;15;W;T0 
16.12.2017;08:00:00;2,5;W;T0 
16.12.2017;08:15:00;10;W;T0 
16.12.2017;08:30:00;65;W;T0 
16.12.2017;08:45:00;45;W;T0 
16.12.2017;09:00:00;45;W;T0 
16.12.2017;09:15:00;77,5;W;T0 
16.12.2017;09:30:00;65;W;T0 
16.12.2017;09:45:00;57,5;W;T0 
16.12.2017;10:00:00;72,5;W;T0 
16.12.2017;10:15:00;52,5;W;T0 
16.12.2017;10:30:00;30;W;T0 
16.12.2017;10:45:00;30;W;T0 
16.12.2017;11:00:00;40;W;T0 
16.12.2017;11:15:00;100;W;T0 
16.12.2017;11:30:00;135;W;T0 
16.12.2017;11:45:00;212,5;W;T0 
16.12.2017;12:00:00;215;W;T0 
16.12.2017;12:15:00;180;W;T0 
16.12.2017;12:30:00;105;W;T0 
16.12.2017;12:45:00;115;W;T0 
16.12.2017;13:00:00;230;W;T0 
16.12.2017;13:15:00;207,5;W;T0 
16.12.2017;13:30:00;247,5;W;T0 
16.12.2017;13:45:00;270;W;T0 
16.12.2017;14:00:00;155;W;T0 
16.12.2017;14:15:00;115;W;T0 
16.12.2017;14:30:00;152,5;W;T0 
16.12.2017;14:45:00;75;W;T0 
16.12.2017;15:00:00;80;W;T0 
16.12.2017;15:15:00;137,5;W;T0 
16.12.2017;15:30:00;152,5;W;T0 
16.12.2017;15:45:00;185;W;T0 
16.12.2017;16:00:00;182,5;W;T0 
16.12.2017;16:15:00;130;W;T0 
16.12.2017;16:30:00;155;W;T0 
16.12.2017;16:45:00;137,5;W;T0 
16.12.2017;17:00:00;122,5;W;T0 
16.12.2017;17:15:00;62,5;W;T0 
16.12.2017;17:30:00;115;W;T0 
16.12.2017;17:45:00;220;W;T0 
16.12.2017;18:00:00;117,5;W;T0 
16.12.2017;18:15:00;105;W;T0 
16.12.2017;18:30:00;42,5;W;T0 
16.12.2017;18:45:00;107,5;W;T0 
16.12.2017;19:00:00;182,5;W;T0 
16.12.2017;19:15:00;127,5;W;T0 
16.12.2017;19:30:00;67,5;W;T0 
16.12.2017;19:45:00;102,5;W;T0 
16.12.2017;20:00:00;160;W;T0 
16.12.2017;20:15:00;270;W;T0 
16.12.2017;20:30:00;110;W;T0 
16.12.2017;20:45:00;122,5;W;T0 
16.12.2017;21:00:00;125;W;T0 
16.12.2017;21:15:00;117,5;W;T0 
16.12.2017;21:30:00;65;W;T0 
16.12.2017;21:45:00;77,5;W;T0 
16.12.2017;22:00:00;32,5;W;T0 
16.12.2017;22:15:00;32,5;W;T0 
16.12.2017;22:30:00;97,5;W;T0 
16.12.2017;22:45:00;127,5;W;T0 
16.12.2017;23:00:00;130;W;T0 
16.12.2017;23:15:00;72,5;W;T0 
16.12.2017;23:30:00;95;W;T0 
16.12.2017;23:45:00;47,5;W;T0 
17.12.2017;00:00:00;65;W;T0 
17.12.2017;00:15:00;37,5;W;T0 
17.12.2017;00:30:00;42,5;W;T0 
17.12.2017;00:45:00;82,5;W;T0 
17.12.2017;01:00:00;35;W;T0 
17.12.2017;01:15:00;112,5;W;T0 
17.12.2017;01:30:00;135;W;T0 
17.12.2017;01:45:00;152,5;W;T0 
17.12.2017;02:00:00;152,5;W;T0 
17.12.2017;02:15:00;167,5;W;T0 
17.12.2017;02:30:00;185;W;T0 
17.12.2017;02:45:00;172,5;W;T0 
17.12.2017;03:00:00;212,5;W;T0 
17.12.2017;03:15:00;180;W;T0 
17.12.2017;03:30:00;167,5;W;T0 
17.12.2017;03:45:00;122,5;W;T0 
17.12.2017;04:00:00;117,5;W;T0 
17.12.2017;04:15:00;37,5;W;T0 
17.12.2017;04:30:00;60;W;T0 
17.12.2017;04:45:00;15;W;T0 
17.12.2017;05:00:00;0;W;T0 
17.12.2017;05:15:00;5;W;T0 
17.12.2017;05:30:00;35;W;T0 
17.12.2017;05:45:00;27,5;W;T0 
17.12.2017;06:00:00;20;W;T0 
17.12.2017;06:15:00;35;W;T0 
17.12.2017;06:30:00;0;W;T0 
17.12.2017;06:45:00;0;W;T0 
17.12.2017;07:00:00;0;W;T0 
17.12.2017;07:15:00;17,5;W;T0 
17.12.2017;07:30:00;100;W;T0 
17.12.2017;07:45:00;80;W;T0 
17.12.2017;08:00:00;52,5;W;T0 
17.12.2017;08:15:00;2,5;W;T0 
17.12.2017;08:30:00;0;W;T0 
17.12.2017;08:45:00;0;W;T0 
17.12.2017;09:00:00;12,5;W;T0 
17.12.2017;09:15:00;7,5;W;T0 
17.12.2017;09:30:00;0;W;T0 
17.12.2017;09:45:00;0;W;T0 
17.12.2017;10:00:00;0;W;T0 
17.12.2017;10:15:00;0;W;T0 
17.12.2017;10:30:00;17,5;W;T0 
17.12.2017;10:45:00;7,5;W;T0 
17.12.2017;11:00:00;0;W;T0 
17.12.2017;11:15:00;30;W;T0 
17.12.2017;11:30:00;40;W;T0 
17.12.2017;11:45:00;30;W;T0 
17.12.2017;12:00:00;10;W;T0 
17.12.2017;12:15:00;0;W;T0 
17.12.2017;12:30:00;0;W;T0 
17.12.2017;12:45:00;37,5;W;T0 
17.12.2017;13:00:00;60;W;T0 
17.12.2017;13:15:00;582,5;W;T0 
17.12.2017;13:30:00;480;W;T0 
17.12.2017;13:45:00;300;W;T0 
17.12.2017;14:00:00;102,5;W;T0 
17.12.2017;14:15:00;22,5;W;T0 
17.12.2017;14:30:00;70;W;T0 
17.12.2017;14:45:00;22,5;W;T0 
17.12.2017;15:00:00;0;W;T0 
17.12.2017;15:15:00;2,5;W;T0 
17.12.2017;15:30:00;2,5;W;T0 
17.12.2017;15:45:00;2,5;W;T0 
17.12.2017;16:00:00;20;W;T0 
17.12.2017;16:15:00;12,5;W;T0 
17.12.2017;16:30:00;35;W;T0 
17.12.2017;16:45:00;0;W;T0 
17.12.2017;17:00:00;0;W;T0 
17.12.2017;17:15:00;0;W;T0 
17.12.2017;17:30:00;0;W;T0 
17.12.2017;17:45:00;2,5;W;T0 
17.12.2017;18:00:00;27,5;W;T0 
17.12.2017;18:15:00;80;W;T0 
17.12.2017;18:30:00;182,5;W;T0 
17.12.2017;18:45:00;125;W;T0 
17.12.2017;19:00:00;70;W;T0 
17.12.2017;19:15:00;42,5;W;T0 
17.12.2017;19:30:00;45;W;T0 
17.12.2017;19:45:00;42,5;W;T0 
17.12.2017;20:00:00;85;W;T0 
17.12.2017;20:15:00;117,5;W;T0 
17.12.2017;20:30:00;82,5;W;T0 
17.12.2017;20:45:00;35;W;T0 
17.12.2017;21:00:00;2,5;W;T0 
17.12.2017;21:15:00;0;W;T0 
17.12.2017;21:30:00;2,5;W;T0 
17.12.2017;21:45:00;0;W;T0 
17.12.2017;22:00:00;0;W;T0 
17.12.2017;22:15:00;0;W;T0 
17.12.2017;22:30:00;0;W;T0 
17.12.2017;22:45:00;0;W;T0 
17.12.2017;23:00:00;0;W;T0 
17.12.2017;23:15:00;12,5;W;T0 
17.12.2017;23:30:00;5;W;T0 
17.12.2017;23:45:00;2,5;W;T0 
18.12.2017;00:00:00;2,5;W;T0 
18.12.2017;00:15:00;0;W;T0 
18.12.2017;00:30:00;0;W;T0 
18.12.2017;00:45:00;0;W;T0 
18.12.2017;01:00:00;0;W;T0 
18.12.2017;01:15:00;0;W;T0 
18.12.2017;01:30:00;0;W;T0 
18.12.2017;01:45:00;0;W;T0 
18.12.2017;02:00:00;0;W;T0 
18.12.2017;02:15:00;0;W;T0 
18.12.2017;02:30:00;0;W;T0 
18.12.2017;02:45:00;0;W;T0 
18.12.2017;03:00:00;0;W;T0 
18.12.2017;03:15:00;0;W;T0 
18.12.2017;03:30:00;0;W;T0 
18.12.2017;03:45:00;0;W;T0 
18.12.2017;04:00:00;0;W;T0 
18.12.2017;04:15:00;0;W;T0 
18.12.2017;04:30:00;0;W;T0 
18.12.2017;04:45:00;0;W;T0 
18.12.2017;05:00:00;0;W;T0 
18.12.2017;05:15:00;0;W;T0 
18.12.2017;05:30:00;0;W;T0 
18.12.2017;05:45:00;0;W;T0 
18.12.2017;06:00:00;0;W;T0 
18.12.2017;06:15:00;0;W;T0 
18.12.2017;06:30:00;0;W;T0 
18.12.2017;06:45:00;0;W;T0 
18.12.2017;07:00:00;0;W;T0 
18.12.2017;07:15:00;0;W;T0 
18.12.2017;07:30:00;0;W;T0 
18.12.2017;07:45:00;0;W;T0 
18.12.2017;08:00:00;0;W;T0 
18.12.2017;08:15:00;7,5;W;T0 
18.12.2017;08:30:00;0;W;T0 
18.12.2017;08:45:00;0;W;T0 
18.12.2017;09:00:00;2,5;W;T0 
18.12.2017;09:15:00;0;W;T0 
18.12.2017;09:30:00;2,5;W;T0 
18.12.2017;09:45:00;0;W;T0 
18.12.2017;10:00:00;0;W;T0 
18.12.2017;10:15:00;0;W;T0 
18.12.2017;10:30:00;2,5;W;T0 
18.12.2017;10:45:00;2,5;W;T0 
18.12.2017;11:00:00;7,5;W;T0 
18.12.2017;11:15:00;0;W;T0 
18.12.2017;11:30:00;0;W;T0 
18.12.2017;11:45:00;0;W;T0 
18.12.2017;12:00:00;0;W;T0 
18.12.2017;12:15:00;0;W;T0 
18.12.2017;12:30:00;0;W;T0 
18.12.2017;12:45:00;0;W;T0 
18.12.2017;13:00:00;0;W;T0 
18.12.2017;13:15:00;0;W;T0 
18.12.2017;13:30:00;0;W;T0 
18.12.2017;13:45:00;0;W;T0 
18.12.2017;14:00:00;0;W;T0 
18.12.2017;14:15:00;0;W;T0 
18.12.2017;14:30:00;0;W;T0 
18.12.2017;14:45:00;0;W;T0 
18.12.2017;15:00:00;0;W;T0 
18.12.2017;15:15:00;0;W;T0 
18.12.2017;15:30:00;0;W;T0 
18.12.2017;15:45:00;0;W;T0 
18.12.2017;16:00:00;0;W;T0 
18.12.2017;16:15:00;0;W;T0 
18.12.2017;16:30:00;0;W;T0 
18.12.2017;16:45:00;7,5;W;T0 
18.12.2017;17:00:00;0;W;T0 
18.12.2017;17:15:00;2,5;W;T0 
18.12.2017;17:30:00;0;W;T0 
18.12.2017;17:45:00;0;W;T0 
18.12.2017;18:00:00;0;W;T0 
18.12.2017;18:15:00;0;W;T0 
18.12.2017;18:30:00;0;W;T0 
18.12.2017;18:45:00;0;W;T0 
18.12.2017;19:00:00;0;W;T0 
18.12.2017;19:15:00;0;W;T0 
18.12.2017;19:30:00;0;W;T0 
18.12.2017;19:45:00;2,5;W;T0 
18.12.2017;20:00:00;35;W;T0 
18.12.2017;20:15:00;22,5;W;T0 
18.12.2017;20:30:00;37,5;W;T0 
18.12.2017;20:45:00;27,5;W;T0 
18.12.2017;21:00:00;32,5;W;T0 
18.12.2017;21:15:00;5;W;T0 
18.12.2017;21:30:00;0;W;T0 
18.12.2017;21:45:00;0;W;T0 
18.12.2017;22:00:00;0;W;T0 
18.12.2017;22:15:00;0;W;T0 
18.12.2017;22:30:00;0;W;T0 
18.12.2017;22:45:00;0;W;T0 
18.12.2017;23:00:00;0;W;T0 
18.12.2017;23:15:00;2,5;W;T0 
18.12.2017;23:30:00;0;W;T0 
18.12.2017;23:45:00;0;W;T0 
19.12.2017;00:00:00;0;W;T0 
19.12.2017;00:15:00;0;W;T0 
19.12.2017;00:30:00;0;W;T0 
19.12.2017;00:45:00;7,5;W;T0 
19.12.2017;01:00:00;10;W;T0 
19.12.2017;01:15:00;0;W;T0 
19.12.2017;01:30:00;0;W;T0 
19.12.2017;01:45:00;0;W;T0 
19.12.2017;02:00:00;2,5;W;T0 
19.12.2017;02:15:00;0;W;T0 
19.12.2017;02:30:00;0;W;T0 
19.12.2017;02:45:00;0;W;T0 
19.12.2017;03:00:00;0;W;T0 
19.12.2017;03:15:00;7,5;W;T0 
19.12.2017;03:30:00;0;W;T0 
19.12.2017;03:45:00;0;W;T0 
19.12.2017;04:00:00;0;W;T0 
19.12.2017;04:15:00;10;W;T0 
19.12.2017;04:30:00;2,5;W;T0 
19.12.2017;04:45:00;0;W;T0 
19.12.2017;05:00:00;2,5;W;T0 
19.12.2017;05:15:00;0;W;T0 
19.12.2017;05:30:00;5;W;T0 
19.12.2017;05:45:00;2,5;W;T0 
19.12.2017;06:00:00;2,5;W;T0 
19.12.2017;06:15:00;5;W;T0 
19.12.2017;06:30:00;7,5;W;T0 
19.12.2017;06:45:00;5;W;T0 
19.12.2017;07:00:00;10;W;T0 
19.12.2017;07:15:00;10;W;T0 
19.12.2017;07:30:00;17,5;W;T0 
19.12.2017;07:45:00;2,5;W;T0 
19.12.2017;08:00:00;5;W;T0 
19.12.2017;08:15:00;5;W;T0 
19.12.2017;08:30:00;7,5;W;T0 
19.12.2017;08:45:00;2,5;W;T0 
19.12.2017;09:00:00;0;W;T0 
19.12.2017;09:15:00;0;W;T0 
19.12.2017;09:30:00;0;W;T0 
19.12.2017;09:45:00;0;W;T0 
19.12.2017;10:00:00;0;W;T0 
19.12.2017;10:15:00;0;W;T0 
19.12.2017;10:30:00;0;W;T0 
19.12.2017;10:45:00;2,5;W;T0 
19.12.2017;11:00:00;0;W;T0 
19.12.2017;11:15:00;2,5;W;T0 
19.12.2017;11:30:00;0;W;T0 
19.12.2017;11:45:00;0;W;T0 
19.12.2017;12:00:00;0;W;T0 
19.12.2017;12:15:00;0;W;T0 
19.12.2017;12:30:00;0;W;T0 
19.12.2017;12:45:00;2,5;W;T0 
19.12.2017;13:00:00;10;W;T0 
19.12.2017;13:15:00;30;W;T0 
19.12.2017;13:30:00;12,5;W;T0 
19.12.2017;13:45:00;42,5;W;T0 
19.12.2017;14:00:00;40;W;T0 
19.12.2017;14:15:00;27,5;W;T0 
19.12.2017;14:30:00;12,5;W;T0 
19.12.2017;14:45:00;0;W;T0 
19.12.2017;15:00:00;0;W;T0 
19.12.2017;15:15:00;0;W;T0 
19.12.2017;15:30:00;5;W;T0 
19.12.2017;15:45:00;0;W;T0 
19.12.2017;16:00:00;2,5;W;T0 
19.12.2017;16:15:00;0;W;T0 
19.12.2017;16:30:00;0;W;T0 
19.12.2017;16:45:00;0;W;T0 
19.12.2017;17:00:00;0;W;T0 
19.12.2017;17:15:00;0;W;T0 
19.12.2017;17:30:00;0;W;T0 
19.12.2017;17:45:00;17,5;W;T0 
19.12.2017;18:00:00;62,5;W;T0 
19.12.2017;18:15:00;22,5;W;T0 
19.12.2017;18:30:00;2,5;W;T0 
19.12.2017;18:45:00;0;W;T0 
19.12.2017;19:00:00;0;W;T0 
19.12.2017;19:15:00;0;W;T0 
19.12.2017;19:30:00;0;W;T0 
19.12.2017;19:45:00;0;W;T0 
19.12.2017;20:00:00;0;W;T0 
19.12.2017;20:15:00;0;W;T0 
19.12.2017;20:30:00;0;W;T0 
19.12.2017;20:45:00;0;W;T0 
19.12.2017;21:00:00;2,5;W;T0 
19.12.2017;21:15:00;0;W;T0 
19.12.2017;21:30:00;0;W;T0 
19.12.2017;21:45:00;0;W;T0 
19.12.2017;22:00:00;0;W;T0 
19.12.2017;22:15:00;0;W;T0 
19.12.2017;22:30:00;0;W;T0 
19.12.2017;22:45:00;0;W;T0 
19.12.2017;23:00:00;0;W;T0 
19.12.2017;23:15:00;0;W;T0 
